Title,URL,Document ID,Authors,Conference/Journal,Year,Code Link,Code Context
Traffic Big Data Intelligent Object Tracking Technology under Noise Conditions,https://ieeexplore.ieee.org/document/9988019/,9988019,Tang Mingze; Xinyao Yu; ; ,2022 IEEE 2nd International Conference on Data Science and Computer Application (ICDSCA),2022,,
A Heterogeneous Cellular Automata Model for Crowd Evacuation in Emergency Situations,https://ieeexplore.ieee.org/document/9922479/,9922479,Rongyang Sun; Wenhan Wu; ; ,2022 IEEE 25th International Conference on Intelligent Transportation Systems (ITSC),2022,,
Navigation With Time Limits in Transportation Networks: A Fourth Moment Approach,https://ieeexplore.ieee.org/document/9832008/,9832008,Hongliang Guo; Zhi He; Chen Gao; Daniela Rus; ; ; ; ,IEEE Transactions on Intelligent Transportation Systems,2022,,
Learning Smooth Motion Planning for Intelligent Aerial Transportation Vehicles by Stable Auxiliary Gradient,https://ieeexplore.ieee.org/document/9861768/,9861768,Haiyin Piao; Jin Yu; Li Mo; Xin Yang; Zhimin Liu; Zhixiao Sun; Ming Lu; Zhen Yang; Deyun Zhou; ; ; ; ; ; ; ; ; ,IEEE Transactions on Intelligent Transportation Systems,2022,,
Hybrid Reinforcement Learning-Based Eco-Driving Strategy for Connected and Automated Vehicles at Signalized Intersections,https://ieeexplore.ieee.org/document/9700479/,9700479,Zhengwei Bai; Peng Hao; Wei ShangGuan; Baigen Cai; Matthew J. Barth; ; ; ; ; ,IEEE Transactions on Intelligent Transportation Systems,2022,,
A Novel Long Short Term Memory Network Based Train Dynamic Identification for Virtual Coupling,https://ieeexplore.ieee.org/document/9922549/,9922549,Haoyuan Liu; Ming Chai; Hongjie Liu; Haifeng Wang; Jinchuan Chai; ; ; ; ; ,2022 IEEE 25th International Conference on Intelligent Transportation Systems (ITSC),2022,,
Applications of Passive GPS Data to Characterize the Movement of Freight Trucks—A Case Study in the Calgary Region of Canada,https://ieeexplore.ieee.org/document/9511260/,9511260,Ashok Kinjarapu; Merkebe Getachew Demissie; Lina Kattan; Robert Duckworth; ; ; ; ,IEEE Transactions on Intelligent Transportation Systems,2022,,
A Short-term Traffic Flow Forecasting Model Based on Spatial-temporal Attention Neural Network,https://ieeexplore.ieee.org/document/9922386/,9922386,Honghui Dong; Pengcheng Zhu; Jiayang Gao; Limin Jia; Yong Qin; ; ; ; ; ,2022 IEEE 25th International Conference on Intelligent Transportation Systems (ITSC),2022,,
Semantic Segmentation Algorithms for Ground AGV and UAV Medical Transport Scenes,https://ieeexplore.ieee.org/document/10063288/,10063288,Haosen Wang; Tiankai Chen; Shifeng Wang; Bo Lu; ; ; ; ,2022 16th ICME International Conference on Complex Medical Engineering (CME),2022,,
Finding Optimal Routes in MaaS Framework using ParetoBFS,https://ieeexplore.ieee.org/document/9788291/,9788291,Poojarini Mitra; Zeenat Rehena; Nandini Mukherjee; ; ; ,2022 6th International Conference on Intelligent Computing and Control Systems (ICICCS),2022,,
Techno-Economic Comparison between Power Transmission and Hydrogen Production and Transportation for Offshore-Wind,https://ieeexplore.ieee.org/document/10087958/,10087958,Xiaoyan Hu; Xiaoyun Yuan; Bingjie Li; Yi Ge; Ruixiao Lin; ; ; ; ; ,2022 2nd International Conference on Electrical Engineering and Control Science (IC2ECS),2022,,
Network Rebalance and Operational Efficiency of Sharing Transportation System: Multi-Objective Optimization and Model Predictive Control Approaches,https://ieeexplore.ieee.org/document/9773062/,9773062,Zhou Wu; Junjun Wu; Yuguang Chen; Kai Liu; Liang Feng; ; ; ; ; ,IEEE Transactions on Intelligent Transportation Systems,2022,,
Novel Formulations and Improved Differential Evolution Algorithm for Optimal Lane Reservation With Task Merging,https://ieeexplore.ieee.org/document/9780113/,9780113,Peng Wu; Ling Xu; Andrea D’Ariano; Yongxiang Zhao; Chengbin Chu; ; ; ; ; ,IEEE Transactions on Intelligent Transportation Systems,2022,,
Deep-Learning-Based Security of Optical Wireless Communications for Intelligent Transportation Digital Twins Systems,https://ieeexplore.ieee.org/document/9889260/,9889260,Zhihan Lv; Shuping Dang; Liang Qiao; Haibin Lv; ; ; ; ,IEEE Internet of Things Magazine,2022,,
Eco-Driving: A Scientometric and Bibliometric Analysis,https://ieeexplore.ieee.org/document/9956848/,9956848,Zhijun Chen; Shengguang Xiong; Qiushi Chen; Yishi Zhang; Jinqiu Yu; Junfeng Jiang; Chaozhong Wu; ; ; ; ; ; ; ,IEEE Transactions on Intelligent Transportation Systems,2022,,
Local Traffic Network Formulation and Signalisation via Benchmark Webster Model,https://ieeexplore.ieee.org/document/9936766/,9936766,Helen Sin Ee Chuo; Min Keng Tan; Kit Guan Lim; Lorita Angeline; Tienlei Wang; Kenneth Tze Kin Teo; ; ; ; ; ; ,2022 IEEE International Conference on Artificial Intelligence in Engineering and Technology (IICAIET),2022,,
Hierarchical Optimization Method for Ship Navigation in Multiple Emission Control Areas,https://ieeexplore.ieee.org/document/10033078/,10033078,Sun Ruihao; Yu Moduo; Huang Wentao; Zhang Xinsheng; Song Heng; ; ; ; ; ,2022 IEEE Sustainable Power and Energy Conference (iSPEC),2022,,
A Topology Guided Method for Rail-Track Detection,https://ieeexplore.ieee.org/document/9645383/,9645383,Songyue Yang; Guizhen Yu; Zhangyu Wang; Bin Zhou; Peng Chen; Qiang Zhang; ; ; ; ; ; ,IEEE Transactions on Vehicular Technology,2022,,
Distribution of Permutations with Different Cyclic Structure in Mathematical Models of Transportation Problems,https://ieeexplore.ieee.org/document/9913183/,9913183,Igor Grebennik; Olga Chorna; Inna Urniaieva; ; ; ,2022 12th International Conference on Advanced Computer Information Technologies (ACIT),2022,,
A Road Intersection Control in Urban Intelligent Transportation Systems,https://ieeexplore.ieee.org/document/9838267/,9838267,Julien Rouyer; Alain Ninet; Hacène Fouchal; Amor Keziou; ; ; ; ,ICC 2022 - IEEE International Conference on Communications,2022,,
Logical Aspects of the Transportation Services Catalog,https://ieeexplore.ieee.org/document/9934655/,9934655,Sergey Savushkin; ,2022 15th International Conference Management of large-scale system development (MLSD),2022,,
One New Terminal Reaching Law Based Sliding Mode with Direct Thrust Control for the Linear Induction Machines in Metro Transportation,https://ieeexplore.ieee.org/document/9947929/,9947929,Abdul Khalique Junejo; Wei Xu; Fayez F. M. El-Sousy; Ashfaque Ahmed Hashmani; Moustafa Magdi Ismail; Mohamed G. Hussien; ; ; ; ; ; ,2022 IEEE Energy Conversion Congress and Exposition (ECCE),2022,,
Security-Aware Malicious Event Detection using Multivariate Deep Regression Setup for Vehicular Ad hoc Network Aimed at Autonomous Transportation System,https://ieeexplore.ieee.org/document/9767185/,9767185,Usman Tariq; ,2022 International Conference on Wireless Communications Signal Processing and Networking (WiSPNET),2022,,
Study on Transportation Characteristics of Compressed Air Foam Pipe Network,https://ieeexplore.ieee.org/document/9783859/,9783859,Tiantian Tan; Jiaqing Zhang; Sha Luo; Jia Xie; Yi Guo; Fengju Shang; Rui Liu; ; ; ; ; ; ; ,2022 7th Asia Conference on Power and Electrical Engineering (ACPEE),2022,,
Implementation and Performance Analysis of EPLL Based Field Oriented Control Algorithm for Speed Control in Electrified Transportation Systems,https://ieeexplore.ieee.org/document/9909052/,9909052,Sushil Karvekar; Prasad Joshi; ; ,2022 2nd Asian Conference on Innovation in Technology (ASIANCON),2022,,
Data Augmentation and Intelligent Recognition in Pavement Texture Using a Deep Learning,https://ieeexplore.ieee.org/document/9693301/,9693301,Ning Chen; Zijin Xu; Zhuo Liu; Yihan Chen; Yinghao Miao; Qiuhan Li; Yue Hou; Linbing Wang; ; ; ; ; ; ; ; ,IEEE Transactions on Intelligent Transportation Systems,2022,,
Speech Emotion Recognition Enhanced Traffic Efficiency Solution for Autonomous Vehicles in a 5G-Enabled Space–Air–Ground Integrated Intelligent Transportation System,https://ieeexplore.ieee.org/document/9592717/,9592717,Liang Tan; Keping Yu; Long Lin; Xiaofan Cheng; Gautam Srivastava; Jerry Chun-Wei Lin; Wei Wei; ; ; ; ; ; ; ,IEEE Transactions on Intelligent Transportation Systems,2022,,
Dynamic Origin-Destination Demand Prediction with Improved LSTM Model,https://ieeexplore.ieee.org/document/10101416/,10101416,Wei Tan; Yang Yang; Pengfa Song; Yanning Huang; Jing Liu; Fangfang Zheng; ; ; ; ; ; ,2022 IEEE 7th International Conference on Intelligent Transportation Engineering (ICITE),2022,,
Research on International Benchmarking of Building China's Transport Power,https://ieeexplore.ieee.org/document/9902058/,9902058,Meiying Sang; Jiayu Chen; Jian Zhou; Ping Xu; ; ; ; ,2022 10th International Conference on Traffic and Logistic Engineering (ICTLE),2022,,
Interconnection of freight delivery transport service networks,https://ieeexplore.ieee.org/document/10033135/,10033135,Aurelija Burinskiene; ,"2022 IEEE 28th International Conference on Engineering, Technology and Innovation (ICE/ITMC) & 31st International Association For Management of Technology (IAMOT) Joint Conference",2022,,
A Two-Step Model for Predicting Travel Demand in Expanding Subways,https://ieeexplore.ieee.org/document/9761798/,9761798,Kaipeng Wang; Pu Wang; Zhiren Huang; Ximan Ling; Fan Zhang; Anthony Chen; ; ; ; ; ; ,IEEE Transactions on Intelligent Transportation Systems,2022,,
Quantify the Road Link Performance and Capacity Using Deep Learning Models,https://ieeexplore.ieee.org/document/9740508/,9740508,Jinbiao Huo; Xinhua Wu; Cheng Lyu; Wenbo Zhang; Zhiyuan Liu; ; ; ; ; ,IEEE Transactions on Intelligent Transportation Systems,2022,,
An Overview of Intelligent Information Transport Management Systems in Rail and Water Transport,https://ieeexplore.ieee.org/document/9912605/,9912605,Ivan Stefanov Stankov; Varbinka Stefanova-Stoyanova; Georgi Rumenov Tsochev; ; ; ,2022 10th International Scientific Conference on Computer Science (COMSCI),2022,,
V2X Communication Aided Emergency Message Dissemination in Intelligent Transportation Systems,https://ieeexplore.ieee.org/document/9831302/,9831302,Xini Xiang; Bo Fan; Minghui Dai; Yuan Wu; Cheng-Zhong Xu; ; ; ; ; ,2022 IEEE 23rd International Conference on High Performance Switching and Routing (HPSR),2022,,
Spatial-Temporal Scheduling of Commercial EVs for System Restoration of a Damaged Power-Transportation Coupled Network,https://ieeexplore.ieee.org/document/10117220/,10117220,Lingming Kong; Hongcai Zhang; Ningyi Dai; ; ; ,2022 IEEE 6th Conference on Energy Internet and Energy System Integration (EI2),2022,,
Option Pricing and Capacity Allocation of China Railway Express Considering Capital Constraint and Spot Market,https://ieeexplore.ieee.org/document/10101444/,10101444,Xiaoming Zhang; Peng Zhang; Chaozhe Jiang; ; ; ,2022 IEEE 7th International Conference on Intelligent Transportation Engineering (ICITE),2022,,
A Study on Efficiency and Power factor Increase of Spoke type 45kW MG-PMSM,https://ieeexplore.ieee.org/document/9842071/,9842071,Jae-Hyeon Lim; Hyung-Woo Lee; Chan-Bae Park; Jae-Bum Lee; Jin-Chul Kim; Sang-Gyun Ryu; Seong-Yong Hong; Dong-Kyun Kim; ; ; ; ; ; ; ; ,"2022 International Symposium on Power Electronics, Electrical Drives, Automation and Motion (SPEEDAM)",2022,,
Dynamic Pricing for Intelligent Transportation System in the 6G Unlicensed Band,https://ieeexplore.ieee.org/document/9583672/,9583672,Rojeena Bajracharya; Rakesh Shrestha; Syed Ali Hassan; Kostromitin Konstantin; Haejoon Jung; ; ; ; ; ,IEEE Transactions on Intelligent Transportation Systems,2022,,
GOLIATH: A Decentralized Framework for Data Collection in Intelligent Transportation Systems,https://ieeexplore.ieee.org/document/9605204/,9605204,Davide Maffiola; Stefano Longari; Michele Carminati; Mara Tanelli; Stefano Zanero; ; ; ; ; ,IEEE Transactions on Intelligent Transportation Systems,2022,,
On the Prediction Policy for Timely Status Updates in Space-Air-Ground Integrated Transportation Systems,https://ieeexplore.ieee.org/document/9632282/,9632282,Ying Wang; Shaohua Wu; Jian Jiao; Peng Yang; Qinyu Zhang; ; ; ; ; ,IEEE Transactions on Intelligent Transportation Systems,2022,,
Cloud-Based Simulated Automated Testing Platform for Virtual Coupling System,https://ieeexplore.ieee.org/document/9922450/,9922450,Qi Wang; Ming Chai; Haifeng Wang; Hao Zhang; Jinchuan Chai; Bingyue Lin; ; ; ; ; ; ,2022 IEEE 25th International Conference on Intelligent Transportation Systems (ITSC),2022,,
A Taxonomy and Survey of Edge Cloud Computing for Intelligent Transportation Systems and Connected Vehicles,https://ieeexplore.ieee.org/document/9447825/,9447825,Peter Arthurs; Lee Gillam; Paul Krause; Ning Wang; Kaushik Halder; Alexandros Mouzakitis; ; ; ; ; ; ,IEEE Transactions on Intelligent Transportation Systems,2022,,
Incorporating Dynamicity of Transportation Network With Multi-Weight Traffic Graph Convolutional Network for Traffic Forecasting,https://ieeexplore.ieee.org/document/9239873/,9239873,Yuyol Shin; Yoonjin Yoon; ; ,IEEE Transactions on Intelligent Transportation Systems,2022,,
Micro-Safe: Microservices- and Deep Learning-Based Safety-as-a-Service Architecture for 6G-Enabled Intelligent Transportation System,https://ieeexplore.ieee.org/document/9548710/,9548710,Chandana Roy; Ruelia Saha; Sudip Misra; Kapal Dev; ; ; ; ,IEEE Transactions on Intelligent Transportation Systems,2022,,
Real Environment-Aware Multisource Data-Associated Cold Chain Logistics Scheduling: A Multiple Population-Based Multiobjective Ant Colony System Approach,https://ieeexplore.ieee.org/document/9894366/,9894366,Li-Jiao Wu; Zong-Gan Chen; Chun-Hua Chen; Yun Li; Sang-Woon Jeon; Jun Zhang; Zhi-Hui Zhan; ; ; ; ; ; ; ,IEEE Transactions on Intelligent Transportation Systems,2022,,
Multiperiod Location Models for Urban System Planning With Fuzzy Intercity Passenger Transportation Demands,https://ieeexplore.ieee.org/document/9023555/,9023555,Tingting Li; Wangtu Xu; ; ,IEEE Transactions on Cybernetics,2022,,
Last Train Delay Management in a Metro System: A Multi-Objective Rescheduling Optimization Model,https://ieeexplore.ieee.org/document/9925216/,9925216,Yanyan Wang; Changjiang Zheng; Jinxing Shen; Junze Ma; Zhichao Chen; ; ; ; ; ,IEEE Access,2022,,
A New Hybrid Conductive-Inductive Battery Charger with Reduced Component Count for Electric Transportation Applications,https://ieeexplore.ieee.org/document/9947764/,9947764,Harish Karneddi; Deepak Ronanki; ; ,2022 IEEE Energy Conversion Congress and Exposition (ECCE),2022,,
Computation Offloading and Service Caching for Intelligent Transportation Systems With Digital Twin,https://ieeexplore.ieee.org/document/9832009/,9832009,Xiaolong Xu; Zhongjian Liu; Muhammad Bilal; S. Vimal; Houbing Song; ; ; ; ; ,IEEE Transactions on Intelligent Transportation Systems,2022,,
Event-Triggered Tracking Formation of Networked Nonlinear Intelligent Transportation Systems Surrounded by Random Disturbances,https://ieeexplore.ieee.org/document/9831019/,9831019,Ali Azarbahram; Amir Amini; Naser Pariz; ; ; ,IEEE Transactions on Intelligent Transportation Systems,2022,,
Simulation Model of a Bus Route,https://ieeexplore.ieee.org/document/9965476/,9965476,A. I. Zhukov; D. G. Moroz; V. M. Makurina; ; ; ,2022 Intelligent Technologies and Electronic Devices in Vehicle and Road Transport Complex (TIRVED),2022,,
Research on ROI Region Detection Methods of Meteorological Image in Expressway Scenes,https://ieeexplore.ieee.org/document/9828428/,9828428,Teng Ma; Xinliang Wang; Jialun Wu; Chihang Zhao; Xiaoyan Zhu; Yang Liu; Xiaoming Qin; Zijun Su; ; ; ; ; ; ; ; ,2022 7th International Conference on Computational Intelligence and Applications (ICCIA),2022,,
Modelling Emergency Rescue System on Highways: A Queueing Approach,https://ieeexplore.ieee.org/document/10101392/,10101392,Zhenyan Chen; Yong Zhang; Weike Lu; E Wenjuan; ; ; ; ,2022 IEEE 7th International Conference on Intelligent Transportation Engineering (ICITE),2022,,
